id,text,manual_label
1b109222-dc42-4d14-92fc-c60320f919f7,FCDO - Foreign Secretary to call for international cooperation to manage the global implications of AI Foreign Secretary to chair first ever UN Security Council session on AI https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=7a20d888-ea19-4348-8ec2-d32042ad5788&utm_content=daily,
7991db15-4956-4f31-901e-a5957934fafa,"ChatGPT isn't the death of homework – just an opportunity for schools to do things differently The UK government has launched a consultation on the use of generative AI in education, following the publication of initial guidance on how schools might make best use of this technology. https://theconversation.com/chatgpt-isnt-the-death-of-homework-just-an-opportunity-for-schools-to-do-things-differently-205053?utm_medium=email&utm_campaign=Latest%20from%20The%20Conversation%20for%20July%2028%202023%20-%202694027208&utm_content=Latest%20from%20The%20Conversation%20for%20July%2028%202023%20-%202694027208+CID_81b44f84b191ce70eb7a13acf42deef4&utm_source=campaign_monitor_uk&utm_term=ChatGPT%20isnt%20the%20death%20of%20homework%20%20just%20an%20opportunity%20for%20schools%20to%20do%20things%20differently",
914f2011-717a-400c-9e22-a4463f2b3f07,"DfE - Generative AI in education: educator and expert views The DfE has published a report on the insights from educators, experts, quantitative data sources and grey literature on what this means for the use of generative AI (GenAI) in education. Read the full report",
e5fcb0b3-f40f-435f-9c52-e357ce815ff0,Ofsted Statement - How Ofsted looks at AI during inspection and regulation Statement on how Ofsted looks at AI during inspection and regulation,
a0a05c90-af1c-4671-8fdc-bcaab4aac7fc,"DfE Consultation - Narrowing the digital divide in schools and colleges This consultation sets out the Department for Education's long-term vision for narrowing the digital divide in schools and colleges, focusing on proposals for the future of the digital and technology standards . Deadline: 23 May 2025",
4d566bdd-bb9c-4e83-beda-13171ae20bc0,"DfE - AI revolution to give teachers more time with pupils"": New AI guidance , developed by the Chiltern Learning Trust and CCoT, on how to use AI safely and effectively; AI tools to automate tasks such as generating standard letters; £1m in new funding for development of innovative AI tools for marking; Schools and colleges are invited to serve as test beds for evaluating new EdTech solutions.",
02a26253-a12d-457a-bf1c-7ac8c734b751,"Ofsted has published its approach to AI. Ofsted already uses AI (e.g. in its risk assessment of 'good' schools, to help decide whether to carry out full graded inspections). It will explore how else it could use AI to be more efficient and make better decisions.",
d0bd333a-f888-442c-9bf7-41c64e22d345,"Sir Martyn Oliver's speech to Parentkind Sir Martyn Oliver, Ofsted's Chief Inspector, spoke to Parentkind on the role of parents in education. He emphasised that smartphones have no place in schools and Ofsted will back headteachers who take a tough line on smartphones in their schools. Parentkind has now called on the Secretary of State for Education, Rt Hon Bridget Phillipson MP, to make this an urgent priority.",
58ead779-ad80-492b-844e-00bfd566990e,Meet the founders of 'revolutionary' AI being rolled out in schools Jessica Hill AI marking: the answer to poor recruitment or 'pure snake oil'?,
be4fe8a5-4b5f-41d6-9de2-4e8df14f5b47,DfE moves ahead with e-register plan amid attendance crackdown Electronic register mandate gives education secretary direct access to live absence rates https://schoolsweek.co.uk/dfe-moves-ahead-with-e-register-plan-amid-attendance-crackdown/,
1d99f921-ac60-46bf-9d84-9de09359ddf1,SchoolsWeek - Schools wanted for AI lesson planning trial Education Endowment Foundation study to assess whether AI tool can save teachers time while not compromising on quality,
a1219e81-0d48-4f0d-b4b7-9d72d97d46d7,"SchoolsWeek - The DfE's new materials dangerously underplay AI's risks Dr Lucy Rycroft-Smith, Darren Macey, University of Cambridge AI support materials published by the department last week effectively transfer responsibility for all of its risks onto schools while ignoring the need for much more critical reflection on its pros and cons",
5fac99e0-9441-4ae4-a07d-89618c337e03,Legal showdown over Oak National Academy quango gets the go-ahead Bodies representing ed tech and publishing firms say the curriculum body amounts to 'unlawful state subsidy',
10a61a5a-2613-4433-9863-b98a00ad2c8f,Education 'hackathon' could test AI role in EHCPs and careers advice The artificial intelligence firm linked to Vote Leave campaign wins £350k government contract to run first-of-kind event Schools Week report,
342a5fc6-8355-465c-aaff-149e1b973b84,"SchoolsWeek - Phillipson's AI 'revolution': What schools need to know Mandatory teacher training on using assistive technology, a new tech purchasing platform and an EdTech Evidence Board announced at BETT Show. Schools Week article can be found here The DfE have published Phillipson's full speech here The NEU's response to the announcement can be found here The Chartered College of Teaching will pilot setting up the EdTech Evidence Board to ""explore how we effectively build evidence of AI products that work well, helping education settings feel confident that they are choosing products that work well for them and for their classrooms"" You can read more about how they will approach this here. Mor e",
3986950b-fdd3-4432-b154-4cfa4175b82f,"Five changes experts suggest on AI in schools by Samantha Booth A summary of the DfE report in Schoolsweek pulls out these points: Fund schools to trial AI, establish a long-term strategy and help teachers spot cheats, say government experts",
f8d17b73-fb67-47c4-b430-e9a0ad1139d4,OECD - 2023 Digital Education Conference: Towards an effective and equitable digital education ecosystem Ran 13-14 December 2023. Read up on briefings,
f9c22115-20b1-408c-818c-287c76e3a659,"OECD report - How's Life for Children in the Digital Age? The report highlights the need for a whole-of-society, multi-sectoral policy approach, engaging digital service providers, health professionals, educators, experts, parents, and children to protect, empower, and support children, while also addressing offline vulnerabilities, with the ultimate aim of enhancing their well-being and future outcomes.",
16d8ee17-ee18-43ba-bc12-8614a7b53e10,OECD - Public consultation on Generative AI in the Classroom This background paper serves as input to the discussions to be held during the OECD Schools+ Network meeting in May 2023. It aims to provide an overview of the major issues which Generative AI has raised for classrooms and schools. Read report,
1c540cb6-0f39-49e7-b1c7-cb4f54cc6904,"OECD - The impact of digital technologies on students' learning Results from a literature review. The evidence shows that access to technology alone does not guarantee educational gain. Rather, successful digitalisation also requires pedagogical, not solely technical, solutions.",
ba8cfe75-55c7-4db8-b8dc-fee44d05ff33,"OECD Digital Education Outlook 2023 The OECD have published a comparative, thematic analysis of how countries shape or could shape their digital ecosystems. Read the analysis",
60ffe7c2-e11b-46e1-910a-49fa68af7632,OECD – PISA in focus - Managing screen time How to protect and equip students against distraction,
915a6be3-4b8e-4279-b9bf-4da0e2b61a8b,"OECD - Digital devices in schools: Detrimental distraction or secret to success? 27 May 12:00-13:00 CET Online This webinar will bring together policymakers and experts to discuss with Andreas Schleicher, Director for Education and Skills, the role of digital devices in the classroom and the implication of school bans. Speakers include: Andreas Schleicher, Director for Education and Skills, OECD, Lotta Edholm, Minister for Schools, Sweden, and Amélie de Montchalin, Ambassador and Permanent Representative of France to the OECD Register here",
f4b38682-c0a4-4db1-bf4c-1ffd5bde9654,OECD - An AI Literacy Framework for Primary and Secondary Education The AI Literacy Framework for Primary and Secondary Education was recently launched for stakeholder feedback. The initiative is a joint initiative of the European Commission and OECD—with support from Code.org and international experts—and contributes to the innovative domain of the PISA 2029 Media and AI Literacy (MAIL) assessment. The OECD encourage you to voice your opinion to help improve the final framework to be released in 2026.,
4f6ef076-7c58-46e0-a589-d2f567dc2d54,The Guardian - New UK bill could force social media firms to make content less addictive for under 16s Jessica Elgot The safer phones bill could ban companies from applying algorithms for young 'doomscrolling' teens.,
25ef7f1e-682e-478e-aa07-564cd87eb548,"The Guardian - More than 90% of schools in England ban mobile phone use, survey shows Head of National Education Union calls for statutory ban on phones in schools and social media ban for under-16s",
15dcd26a-8bfa-42c3-95c6-61063c34d13a,"The Guardian - Children limiting own smartphone use to manage mental health, survey finds Teenagers increasingly taking breaks as they control own use of devices rather than relying on parents to enforce limits, experts say",
047cd1b7-44a4-4281-869e-58884278c538,"The Guardian - Finland restricts use of mobile phones during school day Nordic country is latest to act amid evidence of impact on young people, including attention and self-esteem",
0447d39d-af04-4792-b100-37631d80dc92,"The Guardian - UK government looking at social media 'app caps' for children, minister suggests Peter Kyle, understood to be considering two-hour curfews, says he wants to foster healthy relationships with tech",
c6192394-2aa7-46f0-acff-cbeb37d950c1,The Guardian - 'The crux of all evil': what happened to the first city that tried to ban smartphones for under-14s? It's a year since teachers in St Albans asked parents not to give younger children smartphones. How successful have they been? What do the kids think about it? And has it made the adults think about their own 'addiction'?,
136858de-8e48-4aac-95cf-a8fb8c005a3b,The Guardian - Sweden to implement nationwide mobile phone ban in schools From autumn 2026 all schools and after-school clubs must collect and hold students' phones until the end of the day.,
9fb51955-5619-4468-b7f0-7fcd33b59c8b,Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023 https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/?utm_source=Knowledge+Exchange+Unit+%28KEU%29&utm_campaign=75f2daa671-KEU_KnowledgeMob_WeeklyRoundup_14%2F09%2F2023&utm_medium=email&utm_term=0_e7485331af-75f2daa671-104568368&mc_cid=75f2daa671&mc_eid=882cb7f6bb,
9c3d9553-be21-45a5-9b1e-f9f526806a9e,Select committee inquiry Screen Time: Impact on education and wellbeing - Education Committee | Closes: Monday 16 October 2023 https://committees.parliament.uk/work/7912/screen-time-impacts-on-education-and-wellbeing/?utm_source=Knowledge+Exchange+Unit+%28KEU%29&utm_campaign=75f2daa671-KEU_KnowledgeMob_WeeklyRoundup_14%2F09%2F2023&utm_medium=email&utm_term=0_e7485331af-75f2daa671-104568368&mc_cid=75f2daa671&mc_eid=882cb7f6bb,
51288f81-e88d-489d-a583-2811f8b41f0c,"UK Parliament Culture Media & Sports Committee Call for evidence - Children's tv and video content Deadline: 4 September. This inquiry will explore issues relating to parental control of online content, the potential positive and negative effects of how children watch TV and video content on their health and development, and wider issues relating to the sector's contribution to the economy and its importance to the UK's cultural identity.",
ea1a0b8d-ec19-4344-961a-c72359582ccb,House of Commons Inquiry - Screen Time: Impacts on education and wellbeing Evidence transcripts now available,
c3510f8c-2ab4-4b67-a218-cb9ca3a9e9da,"Defend Digital Me blog - NHS number to be national ID mandated in Children's Wellbeing and Schools Bill The Government has confirmed in the House of Lords, that they intend for the NHS number to be the Single Unique Identifier mandated in the Children's Wellbeing and Schools Bill.",
7aff247f-3d8b-4870-9d5d-f1b1800ba10d,"House of Commons, Education Committee - Screen Time: Impacts on education and wellbeing - Oral evidence 20 February 2024 -10.00 (Public start time)",
c9570013-f996-4a51-abf4-f39ee0c910e2,BERA SiG event - Meet and Discuss – Artificial and Human Intelligence 8 Mar 2024 12:00 pm - 1:00 pm (BERA members only),
a7351cfd-3738-4348-8ea4-1a204a655c28,"BERA Blog - The environmental ethics of Generative AI: Artificial intelligence or real ignorance? Sarah Clayton, and Lynda Dunlop, University of York; Elizabeth Rushton, University of Stirling For educators and education researchers, AI's rapid integration demands critical reflection and an understanding of the impacts that using AI will have.",
67289344-c1d6-4664-9cae-b820221ee50f,BERA - Digitisation and education: an interdisciplinary exploration of new and emerging questions and approaches. 30 May 2024 2pm –5pm Online,
2d9f206d-dce5-49aa-aa02-6240a2a38695,BERA small grants funding recipients for 2023/24 announced – theme: Education in a digital age: Perspectives from policy and practice The 2023 funding was designed to allow awardees to explore different aspects of the way in which digital technology and practices are changing education with a particular emphasis on how this impacts on practitioners and policy-makers.,
a3388be7-ae7c-4c87-bd48-a0f54c8510f7,"BERA blog - Mind the responsible use of AI in education: Bridging the gaps Vanessa Cui & Louise Wheatcroft Birmingham City University Tight school budgets necessitate careful planning for teachers' professional development, prompting us to consider how universities might play a role in training and preparing new teachers on the responsible use of AI in education.",
09cfeafc-02a4-4216-ac84-35cb6ead0aad,The inexorable rise of AI Teacher Tapp Blog Read (scroll down),
3f360662-ea6a-49f1-a073-8797c13e1667,"TeacherTapp - AI Spy: Tracking the AI Tools Teachers Use The report explores why rapid growth in AI education tools may not be sustainable, and what this means for the future of the market; and suggests most AI brands are still struggling to gain recognition and traction among teachers.",
2e8dea85-d16e-4918-8550-ff044c18ce23,Teacher Tapp have released two different reports this week about teachers and tech that may be of interest: AI Spy: Tracking the AI Tools Teachers Use 7 Types of Teachers on Social Media,
c030804d-006c-4a3d-80bc-abaec87f4a93,"Growing up Digital: How Today's Youth Navigate Life on Screens and at School Professor Jessica Ringrose will explore the intersections of teens' online and offline lives, reflecting on how digital networks impact school dynamics. 6 Nov 6:30-7:45pm Location: UCL, London WC1E 7JE. Book your place .",
b8cea098-be87-4997-a3b5-a5054722b083,IOE blog - Early childhood education in the age of digital platforms and Artificial Intelligence: benefits and challenges Guy Robert-Holmes,
fcc56c36-aa5c-4770-9dc9-11cbafbcd525,IOE blog - The future of AI in high stakes testing: the fairness question Artificial intelligence (AI) is transforming high stakes testing in different parts of the education system. But how do candidates experience these tests? Are they trusted as fair and reliable measures?,
247369d5-4ce3-4ab4-8908-9258caf96593,"Nuffield Event - The role of AI in education: Opportunities and challenges 6 Feb 2pm – 4pm (Online and in person) Some educators and policymakers see AI as presenting opportunities to improve education and teaching in potentially transformative ways. To explore this further and ask questions, the Nuffield Foundation and Ada Lovelace Institute are hosting a special event to mark the publication of a new joint report, convene an expert discussion and introduce a new programme of upcoming activities.",
56bbc37a-4fc1-4906-a7fa-2b55c664cff7,"A long read from Nuffield funded research project ' Advancing Leadership Development in Early Years Education via Digitally Mediated Professional Learning' In brief, the report finds:",
3023dfed-c93e-4e65-a703-69a83f9cc512,"NFER - ChatGPT in lesson preparation - A Teacher Choices Trial Palak Roy, Helen Poet, Ruth Staunton, Katherine Aston and David Thomas In December 2023, the Education Endowment Foundation and the Hg Foundation commissioned NFER to undertake this research. The project examined teachers' use of ChatGPT during lesson and resource planning for KS3 science lessons and the impact on their workload.",
8488a698-547f-42ef-b4d8-4308767bf61d,"NFER - EdTech for CPD: How technology can support teacher professional development Joahnna Bohorquez Martinez, Masters student placement at NFER, and Katarzyna Kubaka, NFER Head of International Development",
c22b3758-1b67-4a5b-a74d-2db1a67061f7,The Conversation - Should you give your child a 'dumb' phone? They aren't the answer to fears over kids' social media use Andy Phippen,
70e09954-8ce4-487f-a98d-f39ccb3df589,"The Conversation - Billions are spent on educational technology, but we don't know if it works Natalia Kucirkova, Professor of Reading and Children's Development, The Open University",
044086b1-4eb7-4f74-af05-e0be287f2bb8,"Artificial intelligence (AI) is still unsuitable for use in high-stakes exams, though it has the potential to reduce workload for teachers, the exam board AQA said. TES - https://www.tes.com/magazine/news/general/artificial-intelligence-assessment-aqa-exam-board AQA - https://filestore.aqa.org.uk/content/consultation-responses/AQA-DFE-CONSULTATION-GENERATIVE-AI-AUG23.PDF",
a97a7b50-95e7-48c4-b19d-8aa304ccf999,"University of Birmingham - School bans alone not enough to tackle negative impacts of phone and social media use First study of its kind finds that restrictive school policies alone don't lead to lower phone and social media use overall, nor better outcomes among students.",
9d7ef6e5-eeca-49d0-b6f8-4eba2e3fa07e,The Big Ambition for Online Safety: Reflections from my Ambassadors. The Children's Commissioner reports on what young people think about online safety.,
c9dbab49-db8e-453b-9473-ddbd9ad5989c,"NEPC - Time for a Pause: without effective public oversight, AI in schools will do more harm than good Warns of the dangers of unregulated AI in schools, highlighting democracy and privacy concerns.",
5f6a407c-ffac-474a-b769-01ae58b8ae73,Lords Library - Mobile phones in schools: mandating a ban? Academic research presents polarised arguments. Most schools in England already have policies limiting phone use. This Lord's report weighs the evidence for and against a ban.,
5e2e68c2-b8a3-4540-8b02-dc0759410c52,"5Rights - UK Online Safety Act takes effect as tech industry keeps shifting blame to parents As tech CEOs continue shifting responsibility onto parents, 5Rights calls on Ofcom to robustly enforce this code and hold companies accountable for protecting children from harm.",
ef1f3a69-19bf-427f-99a9-acec4fd4afed,Digital Poverty Alliance A charity whose vision is for everyone to access the life changing benefits that digital brings. Homepage - https://digitalpovertyalliance.org/,
236cbb6c-b7f7-4281-aed6-c06ba90f63e4,The Alan Turing Institute - Children's Parliament Exploring Children's Rights and AI - a report from Scotland Report,
540a66d7-1f75-4305-9ae8-3c4f650fa37b,BERJ -Exploring teachers' strategies for navigating compulsory digital transformations in Danish primary and lower secondary schools Ronni Laursen,
ed9bf77c-3cb1-40e6-ad55-7aa76023063e,"The Independent - 'Inventive' teenagers could circumvent a social media ban, MP warns MPs have been debating a petition calling for a minimum age on social media.",
347ff426-f1fc-42a2-aab3-7f10c59e92b7,"Approved work: Use of artificial intelligence in education delivery and assessment This POSTnote will outline current uses of AI for education delivery and assessment in the UK, and review evidence for opportunities and challenges, drawing insight from international developments. https://post.parliament.uk/approved-work-use-of-artificial-intelligence-in-education-delivery-and-assessment/?utm_source=POST+alerts&utm_campaign=9cc34c0fdc-EMAIL_CAMPAIGN_2023_09_28_08_00&utm_medium=email&utm_term=0_bf17dda729-9cc34c0fdc-%5BLIST_EMAIL_ID%5D&mc_cid=9cc34c0fdc&mc_eid=8fe6227af9",
b0821e1c-5133-474b-bd6c-9fa9c8af2aae,"NESTA - Innovation Sweet Spots: digital technologies for the early years This report considers the emergence of a wave of AI and other digital technologies aiming to support the early-years sector and parents to better detect and manage child development needs. By Karlis Kanders, Natalie Lai, Laurie Smith, Rosie Oxbury and Jess Gillam Read",
238d1389-0fb1-4ad2-9bd1-7414af507ef0,"Kohnstamm Institute - Factsheet Monitoring research National agreement on mobile phones and other devices This is an overview of what we know so far following the nationwide ban on mobile phones in the classroom in the Netherlands. Fact sheet The Guardian - Smartphone bans in Dutch schools have improved learning, study finds",
ae46c74b-64f4-4cce-b2e8-f7782e580c0c,"OECD Education Podcast - Is AI a superpower for the classroom? Adeel Khan, Founder of MagicSchool AI, and Associate Professor at University College London, Wayne Holmes, speak to OECD Editor Duncan Crawford about the potential benefits and risks of AI, and the balance between technological progress and educational integrity.",
8d6441f2-b6f7-449e-b3c9-5f893ece9651,Tech Bullion - The view on edtech from a commercial sector perspective. How AI Technology is Transforming the Educational Landscape Balancing Innovation and Responsibility in Educational Technology,
252e30b0-1e6d-4801-a160-8ee14dac0958,"LSE event - World Children's Day: digital futures for children – children's rights under pressure in the digital environment Panel discussion of new in-depth research findings by the Digital Futures for Children centre, which tracked the recognition, uptake, and implementation of children's rights in an increasingly connected world. Drawing from UN treaty monitoring, national policies, regional frameworks, and civil society advocacy, the panel will consider how international law influences policy and practice, recognising progress, obstacles, and pathways for change. 20 November 6pm – 8pm (Online and in-person) You can see the full list of research projects the LSE 'Digital Futures for Children', centre is working on here .",
9014d6fc-235a-4984-ab0e-2cee41f8070d,"Artificial intelligence and education The Nuffield Foundation and its centre the Ada Lovelace Institute are collaborating on new research into the role of artificial intelligence (AI) and data-driven technologies in education. The 18-month project includes a landscape review of technologies used in education in UK state-funded primary and secondary schools. It will also identify stakeholders from the public, private and third sector, evaluate the current policy landscape, and note any gaps and opportunities that might benefit from further research.",
50dcf487-08b6-4359-8500-72875b35b0aa,"Nesta - Is edtech for under-fives about to boom? Investment has more than tripled over the past ten years, and the UK is leading the way in Europe but behind the US globally. Companies that produce entertainment and educational content for under-fives are attracting the most investment, followed by family support and special educational needs. There's potential for AI to transform ventures in the sector, with highly personalised learning and automated operations likely to attract significant investment. https://www.nesta.org.uk/data-visualisation-and-interactive/funding-future-generations/",
cec93042-b363-4c63-a548-6fac271e4193,Tech4Teachers White paper The digital poverty alliance have published suggestions on improving access and digital skills for teachers: challenges and opportunities White paper,
2fa9fbe6-e33b-4319-9eed-fe6490154176,UNICEF - A Global Review of Selected Digital Inclusion Policies. This sets out key findings and policy requirements for greater digital equality of children,
85f61626-2b67-489d-bec4-0733d3c23b05,"KCL - Evaluation of the financial education programme Change the Game The EDIT team at the Policy Institute is currently conducting an independent evaluation of the financial education intervention Change the Game, delivered and commissioned by the charity RedSTART. The programme will deliver financial education to primary-aged children, including through workshops, school-based activities and a bank app, aiming to address low financial literacy amongst school leavers.",
e0e7f3e3-e655-484e-92a3-c555736ffed9,"Institute for Government - Policy making in the era of artificial intelligence Technology is changing and so should the civil service, however questions remain as to how generative AI, and particularly large language models (LLMs), can be most effectively used and what that means for the human policy maker.",
4cfedbb2-b833-443e-8a60-f6e18788cf1b,"NEU report - ""Are you on slide 8 yet?"" The impact of standardised curricula on teacher professionalism",
570fdcac-3b9c-42b3-98b1-4ab1a572abfa,"Sky News - A potential bill to ban children from social media A Labour MP has had to water down plans for a social media ban on under 16s and a smartphone ban in schools in order for his safer phones bill to get government support Defend Digital Me - A Code of Practice on Children's Data and Education: what's next? The government committed to instructing the ICO to create a Code of Practice for Data Protection in education, but concerns remain about its effectiveness and scope, particularly regarding the comprehensive protection of pupils' data throughout the entire educational process. More",
e4400be6-ce64-4add-8976-4de4a3d76c69,"FED event - Strategy, Ethics & Action: Leading the Digital Shift in Education 25 June, 8:30am to 10:30am, HAYS, 107 Cheapside, London, EC2V 6DN Join Professor Wayne Holmes and Alison Gellett for a thought-provoking deep dive into the current digital transformation situation within the education sector, to examine successes as well as important issues rarely considered, especially within the world of generative AI.",
3d805bab-a650-4823-b214-637bffad96f2,"The Guardian - Teenagers who use internet to excess 'more likely to skip school' B ased on a Finnish study But truancy and illness-related absences can be reversed with good sleeping habits and strong family ties, study suggests By Andrew Gregory Health editor",
e19136d4-c22d-479a-b223-4d0d863b0436,"Paper - Addressing the problems and realising the benefits of processing children's education data: report on an expert roundtable Sonia Livingstone, Ayça Atabey, and Kruakae Pothong, The Digital Futures Commission (DFC) held an expert roundtable discussion on 13 October 2021 online to discuss current governance and practice in processing children's education data. It sought to identify the purposes of processing education data that advance children's best interests, the problems that can arise from such uses of education data, and the practical steps needed for mitigating these problems so as to open up more benefits for children.",
01b93b0e-782f-4bf6-ac47-63a9fefaf2c8,EEF - EdTech interventions and implementation for disadvantaged pupils: invitation to tender Understanding the impact of Edtech interventions for disadvantaged pupils https://educationendowmentfoundation.org.uk/education-evidence/tenders/understanding-quality-characteristics-of-edtech-interventions-and-implementation-for-disadvantaged-pupils-invitation-to-tender,
7d0298c3-3d48-4465-999d-8ea2c9b96819,"CCT – EdTech Evidence Board: Contribute to the survey of the new or respond to the call for evidence Currently in Phase One, working to develop the criteria that will be used to assess EdTech products. Looking for contributions from all different stakeholders to ensure guidance and processes are useful to all, and that gathering evidence of impact can ultimately be incorporated into product development and testing across the EdTech sector.",
500fbc8d-15c5-418a-a661-eaef710968ea,"Ada Lovelace Blog - Learning and teaching with AI - A call for a rights-respecting approach Ayça Atabey Suggests that regulations should require that AI developers adhere to ethical guidelines and comply with standards that centre on transparency, accountability and fairness, and protect students' privacy and autonomy.",
1459aeb5-6b01-49ef-a209-5f6f1daf2f0d,NCA issues urgent warning about 'sextortion' The National Crime Agency has issued an alert to hundreds of thousands of education professionals following a considerable increase in global cases of financially motivated sexual extortion – a type of online blackmail widely known as 'sextortion'.,
569a3523-d53f-49a9-9210-17859b0b12de,"BERJ - Exploring the landscape of GenAI and education literature: A taxonomy of themes and sub ‐ themes Sam Clarke The research landscape surrounding Generative Artificial Intelligence (GenAI) and education is rapidly expanding, characterised by a dynamic array of themes and sub-themes. This paper aims to construct a comprehensive taxonomy that categorises the current literature on the integration of GenAI in educational settings.",
2d186242-a8e1-410a-bbd9-686b8d47e6b8,AI in schools now Oriel Square report on Generative AI and the impact on teachers and learners. Report covers the key talking points from teacher roundtable. https://www.orielsquare.co.uk/ai-in-schools-now/,
2e544c9e-09d6-45ea-8162-923b6160ca7a,"TLS article - Teacher's friend or enemy? AI could revolutionize the classroom Robert Ades reviews 'Brave New Words' by Salman Khan and considers the role of AI in the classroom, particularly the potential for their use to reduce the relationships pupils form with their teachers.",
ff097c53-6c7b-4710-a953-ac8be5419899,"UNESCO education report advises ban on smartphones in schools A new UN report raised concerns on Wednesday about the excessive use of smartphones, calling for them to be banned in schools worldwide. According to the UN's education, science and culture agency UNESCO, the over-use of mobile phones impacts learning. https://news.un.org/en/story/2023/07/1139122",
ad061cde-e0d7-4367-a35a-3fa28e15ba06,5Rights Foundation - International regulatory decisions concerning EdTech companies' data practices The new report by the joint LSE and 5Rights Digital Futures for Children research centre shines a light on surveillance and profiling of children in education for commercial purposes; data transfers made with inadequate protection; a lack of transparency by tech companies as to data collection; and failures to properly restrict the purposes for which children's data could be used. M ore,
e7a30a7b-dde0-4420-a9c4-5331f8c23aae,"POST Horizon scanning - Artificial intelligence: education and impacts on children and young people The Parliamentary Office of Science and Technology (POST) have published this briefing note looking at claims made for AI in education: Artificial Intelligence (AI) promises to be a vital technology, but how should it be used in education? Should people be educated about AI? What are key concerns?",
68f2b865-80b3-4d02-9571-8e38ddb4b802,Artificial Incentives: Will students feel motivated to work for their AI-masters? From Becky Allen of TeacherTapp's blog BlogPost,
223978f6-f4b5-4ceb-8f4d-e7745d9fb27c,"5Rights Foundation – Bridging the digital divide for children: a global call to action A new report sets out principles, objectives and actions to build an ""open, free, secure and human-centred digital future for all"".",
0d8adb53-896a-4adb-bdbb-bb4b6395733a,FT - Is there a middle way on children and smartphones? This researcher thinks so Social psychologist Sonia Livingstone says there are alternatives to banning the young from social media,
b37a7320-c080-4ce2-9292-9a62f2123d63,"'Dangers' of AI in education must be addressed Schools minister Nick Gibb has said he believes the ""dangers"" of artificial intelligence (AI) in education need to be addressed alongside the benefits it can bring, and that assessing students' work ""under examination conditions"" can help address plagiarism concerns. Mr Gibb said: ""There are ways of conducting computer-based tests. So for example, the multiplication tables check for Year 4 pupils is done on a computer and AI can't affect that. It's in a protected environment and the children have to answer the question. And a lot of exam boards and Ofqual are doing a lot of research into using computer-based testing, online testing. You just have to make sure that it is protected from corruption."" Daily Express",
